,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
28141,시금치나물,오이,2,436,1,3.621063396462956
8420,오렌지마요네즈,오이,2,436,1,3.621063396462956
20136,새우젓국,애호박,6,145,1,3.623359608723306
28081,샐러드오일,애호박,6,145,1,3.623359608723306
28060,아스파라거스,애호박,6,145,1,3.623359608723306
27039,간마늘,숙주,10,87,1,3.623359608723306
30610,이태리고추,토마토,7,122,1,3.641921626583366
30655,차이브,토마토,7,122,1,3.641921626583366
30530,이태리파슬리,토마토,7,122,1,3.641921626583366
5542,소 잡뼈,후추,4,212,1,3.6489721845800327
31577,토마토소스,후추,4,212,1,3.6489721845800327
30923,사과즙,후추,4,212,1,3.6489721845800327
166,통후추,호박,8,211,2,3.653700325775979
11963,콘프레이크,호박,4,211,1,3.653700325775979
19514,청국장,호박,4,211,1,3.653700325775979
1494,가리비,모시조개,15,56,1,3.6584509285345765
23054,우스터소스,정종,8,103,1,3.677682290462464
15105,비엔나소시지,피망,3,274,1,3.6801124253157558
11426,참빛고운포도씨유,피망,3,274,1,3.6801124253157558
25066,튀김기름,피망,3,274,1,3.6801124253157558
2629,파인애플,피망,3,274,1,3.6801124253157558
6094,냉이,된장,7,116,1,3.692352480210258
1533,오레가노,화이트와인,13,62,1,3.6997690778653074
30014,통후추,파프리카,8,100,1,3.7072410927040087
27586,찬밥,파프리카,8,100,1,3.7072410927040087
31903,다진식파,두부,4,200,1,3.7072410927040087
23069,우스터소스,우유,8,99,1,3.71729142855751
30479,그라나 빠다노,우유,8,99,1,3.71729142855751
11578,통계피,통후추,7,113,1,3.718554852604282
30874,땅콩,통후추,7,113,1,3.718554852604282
17399,우스터소스,토마토케첩,8,196,2,3.7274438000215278
23989,적채,토마토케첩,4,196,1,3.7274438000215278
1522,가재새우,모시조개,14,56,1,3.7274438000215278
14415,콘프레이크,토마토케첩,4,196,1,3.7274438000215278
12600,얼음물,토마토케첩,4,196,1,3.7274438000215278
1480,루콜라,샐러리,9,87,1,3.7287201243811325
27070,간생강,숙주,9,87,1,3.7287201243811325
27178,쇠꼬리,숙주,9,87,1,3.7287201243811325
11242,쑥,양송이버섯,7,110,1,3.7454623055242062
8468,레몬주스,양송이버섯,7,110,1,3.7454623055242062
8433,앤다이브,올리브유,5,153,1,3.7519769865454
31484,다진쪽파,올리브유,5,153,1,3.7519769865454
1592,블랙올리브,올리브유,5,153,1,3.7519769865454
28449,바베큐소스,올리브유,5,153,1,3.7519769865454
20130,새우젓국,파,6,127,1,3.7559062646852897
5550,밀국수,파,6,127,1,3.7559062646852897
20768,보리,콩나물,3,250,1,3.77177961384158
32079,연어살,콩나물,3,250,1,3.77177961384158
8968,건포도,계란,13,57,1,3.783852195075849
7873,수삼,찹쌀,10,74,1,3.78520263417372
27541,삭힌고추,생강,2,369,1,3.7879089957714633
8107,슬라이스치즈,토마토,12,122,2,3.796072306410624
12356,호박,흰후추,17,43,1,3.7974393606221573
32028,청양고추,통깨,3,243,1,3.8001790883632776
6014,연근,통깨,3,243,1,3.8001790883632776
21671,아보카도,통깨,3,243,1,3.8001790883632776
27986,전어젓갈,통깨,3,243,1,3.8001790883632776
32114,연어살,통깨,3,243,1,3.8001790883632776
27435,순창콩된장,애호박,5,145,1,3.805681165517261
26053,우엉,정종,7,103,1,3.811213683086987
22716,산초가루,정종,7,103,1,3.811213683086987
11134,홍고추,흑임자,40,18,1,3.8126016083618346
25255,채썬생강,청고추,1,717,1,3.8167769797723152
16212,겨자가루,멸치,8,88,1,3.835074464213893
30704,차이브,파프리카,7,100,1,3.840772485328531
30617,이태리고추,파프리카,7,100,1,3.840772485328531
30537,이태리파슬리,파프리카,7,100,1,3.840772485328531
8414,딸기,샐러리,8,87,1,3.8465031600375164
27190,쇠뼈,숙주,8,87,1,3.8465031600375164
30154,떡국떡,숙주,8,87,1,3.8465031600375164
6278,꽈리고추,물엿,5,139,1,3.847940974807144
32356,건블루베리,우유,7,99,1,3.8508228211820326
30485,돼지 볼살,우유,7,99,1,3.8508228211820326
27018,수삼,치커리,10,69,1,3.8551612227806307
8090,식빵,양상추,9,76,1,3.863894902749385
30900,땅콩,잣,7,97,1,3.8712316928132395
28003,샐러드오일,통후추,6,113,1,3.87270553243154
11931,생새우,통후추,6,113,1,3.87270553243154
28000,아스파라거스,통후추,6,113,1,3.87270553243154
30856,볶은 흑임자,통후추,6,113,1,3.87270553243154
13909,광어,와사비,12,56,1,3.8815944798487862
1417,검은껍질홍합,모시조개,12,56,1,3.8815944798487862
11923,생새우,죽순,6,111,1,3.8905631498315465
23841,잔새우,홍합,5,133,1,3.8920657797160816
6761,통도라지,표고버섯,1,664,1,3.893570670895502
25140,폰즈소스,표고버섯,1,664,1,3.893570670895502
28195,토란탕,표고버섯,1,664,1,3.893570670895502
28948,참치통조림,표고버섯,1,664,1,3.893570670895502
13858,와사비,참치,12,55,1,3.8996129853514647
13852,광어,참치,12,55,1,3.8996129853514647
30183,미소,팽이버섯,2,327,1,3.908745468914737
20777,들깻잎,상추,7,92,1,3.9241540942675823
31595,파마산치즈가루,후추,3,212,1,3.9366542570318135
5563,양지머리,파,5,127,1,3.938227821479244
16758,시금치즙,호박,3,211,1,3.9413823982277596
20123,새우젓국,청피망,6,105,1,3.9461330009863573
8964,강력분,버터,17,73,2,3.961327215727274
7842,햄,화이트와인,10,62,1,3.9621333423327987
26986,치즈,홍피망,6,103,1,3.965364362914245
31336,스파게티면,올리브유,4,153,1,3.9751205378596097
1556,스위트마조람,올리브유,4,153,1,3.9751205378596097
1285,연어,올리브유,4,153,1,3.9751205378596097
30820,월계수 잎,토마토,5,122,1,3.978393863204579
27880,서리태콩,토마토,5,122,1,3.978393863204579
30476,송어,토마토,5,122,1,3.978393863204579
31817,모닝빵,토마토,5,122,1,3.978393863204579
1471,삶은 문어살,샐러리,7,87,1,3.9800345526620386
21842,냉동만두,양상추,8,76,1,3.981677938405769
31459,붉은 파프리카,파프리카,6,100,1,3.9949231651557895
29943,새싹채소,파프리카,6,100,1,3.9949231651557895
28467,비트,파프리카,6,100,1,3.9949231651557895
10293,적파프리카,토마토케첩,3,196,1,4.015125872473309
30860,볶은 흑임자,잣,6,97,1,4.025382372640498
10588,곶감,잣,6,97,1,4.025382372640498
27378,근대,된장,5,116,1,4.028824716831471
1487,가리비,쭈꾸미,15,38,1,4.04621645954334
16601,랩,파슬리,8,70,1,4.063916036642741
1576,그린올리브,화이트와인,9,62,1,4.067493857990625
28470,비트,햄,6,92,1,4.078304774094841
27004,치즈,햄,6,92,1,4.078304774094841
18556,순대,양배추,4,134,1,4.107718659301134
1500,가재새우,쭈꾸미,14,38,1,4.115209331030291
8481,레몬드레싱,시금치,8,66,1,4.122756536665674
20939,칼국수,호박,5,211,2,4.123703955021714
18112,채썬쇠고기,청피망,5,105,1,4.128454557780312
10358,쌀가루,찹쌀,7,74,1,4.141877578112453
22263,와사비,조미술,12,43,1,4.145746054890373
27259,얼갈이배추,정종,5,103,1,4.147685919708199
22717,장어,정종,5,103,1,4.147685919708199
26072,쌈다시마,홍피망,5,103,1,4.147685919708199
31380,버섯,버터,7,73,1,4.155483230168231
5556,소 잡뼈,파,4,127,1,4.161371372793454
1486,루콜라,모시조개,9,56,1,4.169276552300567
5441,장조림,콩나물,2,250,1,4.177244721949744
26067,쌈다시마,파프리카,5,100,1,4.177244721949744
31260,무지개고추,파프리카,5,100,1,4.177244721949744
130,청포묵,콩나물,2,250,1,4.177244721949744
11048,취나물,콩나물,2,250,1,4.177244721949744
1575,도미,화이트와인,8,62,1,4.185276893647009
8982,드라이이스트,우유,5,99,1,4.1872950578032455
31938,견과류,마요네즈,13,38,1,4.189317303184013
16594,맛소금,파슬리,7,70,1,4.197447429267264
30828,칠리,토마토,4,122,1,4.201537414518788
18181,춘권피,토마토,4,122,1,4.201537414518788
32424,중새우,통깨,2,243,1,4.205644196471442
28125,고기산적,깻잎,9,54,1,4.205644196471442
6543,장식용어묵,통깨,2,243,1,4.205644196471442
31390,돛나물,부추,5,97,1,4.2077039294344525
8483,레몬주스,시금치,7,66,1,4.256287929290197
28279,가다랑이포,상추,5,92,1,4.260626330888795
1410,검은껍질홍합,쭈꾸미,12,38,1,4.269360010857549
22164,토마토페이스트,파슬리가루,8,57,1,4.269360010857549
11934,콘프레이크,통후추,4,113,1,4.278170640539704
6290,꽈리고추,멸치,5,88,1,4.305078093459629
27377,근대,멸치,5,88,1,4.305078093459629
28453,바베큐소스,샐러리,5,87,1,4.316506789283252
30529,이태리파슬리,화이트와인,7,62,1,4.318808286271531
30644,차이브,화이트와인,7,62,1,4.318808286271531
30609,이태리고추,화이트와인,7,62,1,4.318808286271531
31927,견과류,황설탕,13,33,1,4.330395901443919
5656,통마늘,후추,2,212,1,4.342119365139978
31486,허니머스타드,후추,2,212,1,4.342119365139978
32534,콩비지,후추,2,212,1,4.342119365139978
30922,시래기,후추,2,212,1,4.342119365139978
31498,허니머스타드,호박,2,211,1,4.346847506335924
32583,콩비지,호박,2,211,1,4.346847506335924
16593,매실장아찌,파슬리,6,70,1,4.351598109094522
25755,생밤,파슬리,6,70,1,4.351598109094522
14196,치즈,치커리,6,69,1,4.365986846546622
22695,장어대리,정종,4,103,1,4.370829471022409
26074,초고추장,홍피망,4,103,1,4.370829471022409
137,수수,찹쌀,11,74,2,4.383039634929341
11998,새우살,풋고추,6,67,1,4.395400731752915
30603,트레비스,파프리카,4,100,1,4.400388273263954
31261,슈레드 치즈(모짜렐라치즈),파프리카,4,100,1,4.400388273263954
26068,초고추장,파프리카,4,100,1,4.400388273263954
28992,칵테일새우,파프리카,4,100,1,4.400388273263954
21102,홀토마토,홍합,3,133,1,4.402891403482072
12724,다진청고추,우유,4,99,1,4.410438609117455
32354,노른자,우유,4,99,1,4.410438609117455
17406,완두콩통조림,토마토케첩,2,196,1,4.420590980581474
27309,열무,쪽파,10,39,1,4.425706081248244
31334,스파게티면,잣,4,97,1,4.430847480748662
15971,옥수수,조미술,9,43,1,4.433428127342154
13854,연어알,참치,7,55,1,4.438609486084151
27024,"무,래디쉬",양상추,5,76,1,4.451681567651504
8306,수삼,양상추,10,76,2,4.451681567651504
30467,송어,양상추,5,76,1,4.451681567651504
10361,쌀가루,팥,7,54,1,4.456958624752348
21718,조,찹쌀,5,74,1,4.478349814733666
23163,핫소스,햄,4,92,1,4.4837698822030045
8671,프랑크소시지,햄,4,92,1,4.4837698822030045
31818,슬라이스햄,토마토,3,122,1,4.48921948697057
1973,참빛고운포도씨유,토마토,3,122,1,4.48921948697057
9010,드라이이스트,버터,5,73,1,4.491955466789444
15266,액체육젓,통깨,3,243,2,4.493326268923223
31243,슬라이스치즈,전분,12,30,1,4.50574878892178
12609,얼음물,찹쌀가루,4,89,1,4.516922089519905
30462,송어,파슬리,5,70,1,4.533919665888477
30461,파슬리,파인애플,7,50,1,4.533919665888477
11125,청경채,치커리,5,69,1,4.548308403340576
27033,"무,래디쉬",치커리,5,69,1,4.548308403340576
1479,루콜라,쭈꾸미,9,38,1,4.55704208330933
27175,쇠꼬리,쌀국수,9,38,1,4.55704208330933
30867,인삼,통후추,3,113,1,4.565852712991486
28084,샐러드오일,와사비,6,56,1,4.574741660408732
28063,아스파라거스,와사비,6,56,1,4.574741660408732
11999,생선살,풋고추,5,67,1,4.57772228854687
21187,파마산치즈,홍합,5,133,2,4.585212960276027
32094,무채,시금치,5,66,1,4.59276016591141
30497,그라나 빠다노,스파게티,8,41,1,4.5988392119877926
1481,루콜라,트레비스,9,36,1,4.611109304579607
28285,가다랑이포,다시마,5,63,1,4.639280181546303
1578,블랙올리브,화이트와인,5,62,1,4.655280522892744
22701,장어뼈,정종,3,103,1,4.65851154347419
27182,쇠뼈,쌀국수,8,38,1,4.674825118965714
1497,소스,쭈꾸미,8,38,1,4.674825118965714
148,수수,팥,11,54,2,4.698120681569236
30884,인삼,잣,3,97,1,4.718529553200443
1508,소스,트레비스,8,36,1,4.72889234023599
30515,돼지 볼살,스파게티,7,41,1,4.732370604612314
13208,사우어크라우트,파슬리,4,70,1,4.7570632172026865
13407,오곡곡물,치커리,4,69,1,4.771451954654785
24678,사워크림,상추,3,92,1,4.771451954654785
27034,적채,치커리,4,69,1,4.771451954654785
13849,전복,참치,5,55,1,4.775081722705364
21752,조,팥,5,54,1,4.793430861373561
1470,삶은 문어살,쭈꾸미,7,38,1,4.808356511590237
10585,통계피,호두,7,38,1,4.808356511590237
32378,건블루베리,마요네즈,7,38,1,4.808356511590237
31939,백오이,황설탕,8,33,1,4.81590371722562
16981,두릅,실고추,4,64,1,4.8466753758923735
1581,그린올리브,방울토마토,9,28,1,4.862423732860512
1472,삶은 문어살,트레비스,7,36,1,4.862423732860512
30593,이태리고추,트레비스,7,36,1,4.862423732860512
30605,차이브,트레비스,7,36,1,4.862423732860512
30477,송어,파인애플,5,50,1,4.87039190250969
30595,트레비스,화이트와인,4,62,1,4.878424074206953
1552,스위트마조람,화이트와인,4,62,1,4.878424074206953
31333,스파게티면,화이트와인,4,62,1,4.878424074206953
21668,초생강,통깨,1,243,1,4.898791377031388
27926,콩가루,통깨,1,243,1,4.898791377031388
22868,토마토페이스트,파마산치즈,8,30,1,4.911213897029945
1570,그린올리브,바질,9,26,1,4.936531705014234
31945,삶은계란,황설탕,7,33,1,4.949435109850143
10582,통계피,황설탕,7,33,1,4.949435109850143
29904,시판용장국,우동면,5,46,1,4.95377351144874
22140,쇠고기스톡,파슬리가루,4,57,1,4.962507191417495
31502,노각,마요네즈,6,38,1,4.962507191417495
31583,토마토소스,파슬리가루,4,57,1,4.962507191417495
10586,곶감,호두,6,38,1,4.962507191417495
21481,양겨자,통후추,2,113,1,4.97131782109965
11574,통생강,통후추,2,113,1,4.97131782109965
27153,쇠꼬리,통계피,9,25,1,4.975752418167516
23720,잔새우,조갯살,5,45,1,4.975752418167516
11276,명란젓,빵가루,5,45,1,4.975752418167516
1580,도미,방울토마토,8,28,1,4.980206768516896
22277,메밀국수,와사비,4,56,1,4.980206768516896
141,차조,찹쌀,3,74,1,4.9891754384996565
23998,적채,참치,4,55,1,4.998225274019575
30824,월계수 잎,토마토페이스트,5,44,1,4.998225274019575
1536,그린올리브,오레가노,9,24,1,5.0165744126877705
12311,호두,흰후추,5,43,1,5.021214792244273
31601,피자치즈,후추,1,212,1,5.0352665456999235
3742,우엉,유부,7,30,1,5.044745289654467
1569,도미,바질,8,26,1,5.054314740670618
17348,해파리,홍피망,2,103,1,5.0639766515823545
29953,쫄면,파프리카,2,100,1,5.0935354538238995
28528,절임무,파프리카,2,100,1,5.0935354538238995
27156,쇠뼈,통계피,8,25,1,5.0935354538238995
1887,연겨자,파프리카,2,100,1,5.0935354538238995
136,찹쌀,콩,18,33,3,5.103585789677401
11687,말린새우,시금치,3,66,1,5.103585789677401
10583,곶감,황설탕,6,33,1,5.103585789677401
13918,연어알,와사비,7,56,2,5.113738161141418
23079,타바스코,토마토케첩,1,196,1,5.113738161141418
27261,얼갈이배추,쪽파,5,39,1,5.118853261808189
27841,우무,잣,2,97,1,5.123994661308608
11628,정향,통생강,8,24,1,5.134357448344154
1535,도미,오레가노,8,24,1,5.134357448344154
19166,떡,어묵,4,48,1,5.134357448344154
28846,튀김가루,호두,5,38,1,5.14482874821145
27856,콩,호두,5,38,1,5.14482874821145
1543,케이퍼,화이트와인,3,62,1,5.166106146658734
19841,파스타,화이트와인,3,62,1,5.166106146658734
17976,케첩,핫소스,9,41,2,5.174203356891354
28543,절임무,햄,2,92,1,5.17691706276295
28278,미소된장,상추,2,92,1,5.17691706276295
15378,액체육젓,은행,3,61,1,5.1823666675305144
23425,스위트콘,쌀,2,90,1,5.198895969481725
8434,앤다이브,트레비스,5,36,1,5.198895969481725
337,찹쌀,흰설탕,18,10,1,5.198895969481725
30837,칠리,토마토페이스트,4,44,1,5.221368825333784
22142,쇠고기스톡,토마토페이스트,4,44,1,5.221368825333784
27885,서리태콩,소면,5,35,1,5.227066846448421
22261,메밀국수,조미술,4,43,1,5.244358343558483
31607,파마산치즈가루,파슬리가루,3,57,1,5.2501892638692755
31370,버섯,사과,7,24,1,5.267888840968677
11629,통계피,통생강,7,24,1,5.267888840968677
11059,치커리,케일,8,21,1,5.267888840968677
27821,녹차국수,방울토마토,6,28,1,5.267888840968677
21728,조,콩,5,33,1,5.2859073464713555
31915,아몬드,황설탕,5,33,1,5.2859073464713555
10580,호두,황설탕,5,33,1,5.2859073464713555
18212,춘권피,핫소스,4,41,1,5.291986392547737
155,차조,팥,3,54,1,5.304256485139552
11938,생새우,생크림,6,26,1,5.341996813122399
32373,노른자,마요네즈,4,38,1,5.367972299525659
31244,무지개고추,전분,5,30,1,5.38121752627568
22714,산초가루,초생강,7,21,1,5.4014202335932
28127,고기산적,소스,9,16,1,5.422039520795935
31481,다진쪽파,방울토마토,5,28,1,5.450210397762631
25046,치자,케첩,4,34,1,5.4791979346358834
18189,춘권피,케첩,4,34,1,5.4791979346358834
144,콩,팥,5,54,2,5.486578041933506
32367,건블루베리,꿀,7,19,1,5.501503692150182
31474,다진쪽파,바질,5,26,1,5.524318369916354
25073,케첩,튀김기름,9,14,1,5.555570913420458
27264,얼갈이배추,열무,5,25,1,5.563539083069635
27655,저민마늘,화이트와인,2,62,1,5.571571254766899
23413,스위트콘,은행,2,61,1,5.587831775638679
21851,올리브,토마토,1,122,1,5.587831775638679
27883,참깨,토마토,1,122,1,5.587831775638679
1538,블랙올리브,오레가노,5,24,1,5.60436107758989
5552,밀국수,양지머리,6,20,1,5.60436107758989
31245,슈레드 치즈(모짜렐라치즈),전분,4,30,1,5.60436107758989
16701,불린미역,유부,4,30,1,5.60436107758989
31916,백오이,아몬드,8,15,1,5.60436107758989
28989,칵테일새우,포도씨유,4,29,1,5.638262629265571
21101,파마산치즈,홀토마토,5,23,1,5.646920692008686
112,양지머리,청포묵,5,23,1,5.646920692008686
1449,중새우살,쭈꾸미,3,38,1,5.65565437197744
8081,은박컵,파슬리가루,2,57,1,5.65565437197744
27996,타임,통후추,1,113,1,5.664465001659595
30868,참쌀,통후추,1,113,1,5.664465001659595
13884,연어알,전복,7,16,1,5.673353949076841
1440,소스,참소라살,8,14,1,5.673353949076841
1473,삶은 문어살,소스,7,16,1,5.673353949076841
27113,정향,피시소스,8,14,1,5.673353949076841
1451,중새우살,트레비스,3,36,1,5.709721593247716
5553,밀국수,사골,6,18,1,5.709721593247716
8429,케이퍼,트레비스,3,36,1,5.709721593247716
31922,삶은계란,아몬드,7,15,1,5.737892470214413
22715,장어,초생강,5,21,1,5.737892470214413
31478,다진쪽파,새송이버섯,5,21,1,5.737892470214413
11062,청경채,케일,5,21,1,5.737892470214413
31821,모닝빵,어린잎채소,5,20,1,5.786682634383844
31251,찐옥수수 알갱이,파프리카,1,100,1,5.786682634383844
21235,키위,파인애플,2,50,1,5.786682634383844
1898,적양배추잎,파프리카,1,100,1,5.786682634383844
31441,파뿌리,파프리카,1,100,1,5.786682634383844
8977,오렌지마멀레이드,우유,1,99,1,5.796732970237346
146,차조,콩,3,33,1,5.796732970237346
13915,연어알,피조개,7,14,1,5.8068853417013635
32362,건블루베리,식빵,7,14,1,5.8068853417013635
8415,딸기,사과,8,24,2,5.8275046289041
1530,스위트마조람,오레가노,4,24,1,5.8275046289041
28,안심,청포묵,4,23,1,5.870064243322895
13917,연어알,초밥,7,13,1,5.880993313855086
31719,풋고추,호박잎,9,10,1,5.892043150041671
27019,"무,래디쉬",수삼,5,18,1,5.892043150041671
11145,청경채,흑임자,5,18,1,5.892043150041671
27340,엿기름,찹쌀가루,1,89,1,5.903216450639796
1286,연어,차이브,4,22,1,5.914516005893729
5353,선지,우거지,4,22,1,5.914516005893729
18667,프랑크소시지,흰떡,4,22,1,5.914516005893729
4628,싸리버섯,아귀,5,17,1,5.949201563881619
8437,앤다이브,훈제연어,5,17,1,5.949201563881619
22694,장어대리,초생강,4,21,1,5.961036021528622
9179,쑥,풋콩,7,12,1,5.961036021528622
28058,샐러드오일,아스파라거스,6,14,1,5.961036021528622
23,안심,양지머리,4,20,1,6.009826185698055
5558,소 잡뼈,양지머리,4,20,1,6.009826185698055
28135,도라지나물,소스,5,16,1,6.009826185698055
32425,중새우,쪽파,2,39,1,6.035143993682344
30008,과일통조림,꿀,4,19,1,6.061119480085605
18515,순대,쫄면,4,19,1,6.061119480085605
9151,솔잎,쑥,3,24,1,6.1151867013558805
26285,육회,취나물,3,24,1,6.1151867013558805
1548,블랙올리브,케이퍼,5,14,1,6.1433575783225765
8427,앤다이브,케이퍼,5,14,1,6.1433575783225765
30792,월계수 잎,"후추, 식용유",5,14,1,6.1433575783225765
21583,오보로,파슬리,1,70,1,6.1433575783225765
22718,산초가루,장어,7,10,1,6.1433575783225765
13885,전복,피조개,5,14,1,6.1433575783225765
8444,트레비스,훈제연어,4,17,1,6.172345115195829
19163,떡,라면,4,17,1,6.172345115195829
31948,참치캔,황설탕,2,33,1,6.202198078345511
27842,우무,콩,2,33,1,6.202198078345511
26071,쌈다시마,초고추장,5,13,1,6.217465550476299
31403,돛나물,액젓,5,13,1,6.217465550476299
13887,전복,초밥,5,13,1,6.217465550476299
30781,월계수 잎,"홍피망, 청피망 각각",5,13,1,6.217465550476299
30895,땅콩,참쌀,7,9,1,6.248718093980403
11913,맛국물,미역,3,21,1,6.248718093980403
21696,아보카도,초생강,3,21,1,6.248718093980403
22700,장어뼈,초생강,3,21,1,6.248718093980403
31338,파마르산치즈,화이트와인,1,62,1,6.264718435326844
31404,돛나물,매실액,5,12,1,6.297508258149835
28132,도라지나물,라이스페이퍼,5,12,1,6.297508258149835
27035,"무,래디쉬",적채,5,12,1,6.297508258149835
17397,완두콩통조림,우스터소스,2,30,1,6.297508258149835
31496,노각,허니머스타드,6,10,1,6.297508258149835
13837,전복,청어알,5,12,1,6.297508258149835
31918,아몬드,허브솔트,5,12,1,6.297508258149835
31822,슬라이스햄,어린잎채소,3,20,1,6.297508258149835
31893,다진식파,아몬드,4,15,1,6.297508258149835
31148,소급,절인 배추,2,29,1,6.331409809825517
21452,치즈가루,파슬리가루,1,57,1,6.3488015525373855
32360,노른자,식빵,4,14,1,6.366501129636786
1540,스위트마조람,케이퍼,4,14,1,6.366501129636786
25049,치자,튀김기름,4,14,1,6.366501129636786
30794,칠리,"후추, 식용유",4,14,1,6.366501129636786
31925,아몬드,참치캔,5,11,1,6.384519635139465
15549,인절미,팥,1,54,1,6.402868773807661
2223,칼국수면,팥,1,54,1,6.402868773807661
386,청동호박,팥,1,54,1,6.402868773807661
30859,볶은 흑임자,참쌀,6,9,1,6.402868773807661
12726,다진청고추,다진홍고추,4,13,1,6.440609101790509
25148,와사비소스,폰즈소스,4,13,1,6.440609101790509
20024,청장,칼국수,2,26,1,6.440609101790509
30783,칠리,"홍피망, 청피망 각각",4,13,1,6.440609101790509
2162,양념간장,초고추장,4,13,1,6.440609101790509
8432,케이퍼,훈제연어,3,17,1,6.46002718764761
24689,사워크림,훈제연어,3,17,1,6.46002718764761
31812,모닝빵,허니머스타드,5,10,1,6.479829814943789
30821,월계수 잎,칠리,5,10,1,6.479829814943789
29764,어장,잔새우,2,24,1,6.520651809464045
31901,다진식파,매실액,4,12,1,6.520651809464045
31013,사과즙,시래기,4,12,1,6.520651809464045
31256,무지개고추,슬라이스치즈,5,9,1,6.585190330601616
26960,잔멸치,치즈,3,15,1,6.585190330601616
9000,드라이이스트,오렌지마멀레이드,5,9,1,6.585190330601616
31824,모닝빵,슬라이스치즈,5,9,1,6.585190330601616
27929,전어,콩가루,4,11,1,6.607663186453674
21572,페투치네,흰후추,1,43,1,6.630652704678373
22524,해초,흰후추,1,43,1,6.630652704678373
1432,중새우살,참소라살,3,14,1,6.654183202088568
23539,간수,흰콩,3,14,1,6.654183202088568
20789,조림간장,케일,2,21,1,6.654183202088568
8413,딸기,자몽,8,5,1,6.702973366257999
28622,오렌지,허니머스터드,3,13,1,6.7282911742422895
28107,소꼬리,청양고추,1,37,1,6.780934907727711
11064,케일,흑임자,2,18,1,6.808333881915826
32219,당근잎,부침가루,4,9,1,6.808333881915826
1290,연어,페스토소스,4,9,1,6.808333881915826
27989,전어,전어젓갈,4,9,1,6.808333881915826
1439,참소라살,트레비스,1,36,1,6.808333881915826
31257,슈레드 치즈(모짜렐라치즈),슬라이스치즈,4,9,1,6.808333881915826
9160,솔잎,풋콩,3,12,1,6.808333881915826
31584,토마토소스,피자치즈,4,9,1,6.808333881915826
32096,무채,연어살,5,7,1,6.836504758882522
31897,아몬드,에멘탈 치즈가루,5,7,1,6.836504758882522
1557,블랙올리브,스위트마조람,5,7,1,6.836504758882522
28134,도라지나물,시금치나물,5,7,1,6.836504758882522
27894,닭발,통파,5,7,1,6.836504758882522
17870,오이피클,훈제연어,2,17,1,6.865492295755774
25601,채소,케첩,1,34,1,6.865492295755774
31941,허브솔트,황설탕,1,33,1,6.895345258905455
27925,전어젓갈,콩가루,3,11,1,6.895345258905455
10399,삶은팥,아몬드가루,4,8,1,6.926116917572209
27028,"무,래디쉬",크림치즈,5,6,1,6.990655438709781
31813,슬라이스햄,허니머스타드,3,10,1,6.990655438709781
10258,적파프리카,황파프리카,3,10,1,6.990655438709781
22703,장어,장어뼈,5,6,1,6.990655438709781
10392,삶은팥,슈가파우더,4,7,1,7.059648310196732
31578,토마토소스,파마산치즈가루,4,7,1,7.059648310196732
31332,스파게티면,파마르산치즈,4,7,1,7.059648310196732
27352,시럽,튀김기름,2,14,1,7.059648310196732
13843,청어알,피조개,2,14,1,7.059648310196732
31902,다진식파,에멘탈 치즈가루,4,7,1,7.059648310196732
31608,파마산치즈가루,피자치즈,3,9,1,7.096015954367607
32217,당근채,부침가루,3,9,1,7.096015954367607
24682,사워크림,체리,3,9,1,7.096015954367607
30883,인삼,참쌀,3,9,1,7.096015954367607
13845,청어알,초밥,2,13,1,7.133756282350454
31249,무지개고추,찐옥수수 알갱이,5,5,1,7.172976995503735
22697,장어,장어대리,5,5,1,7.172976995503735
6559,장식용어묵,칵테일새우,2,12,1,7.2137989900239905
27029,적채,크림치즈,4,6,1,7.2137989900239905
31975,참치캔,허브솔트,2,12,1,7.2137989900239905
22691,장어대리,장어뼈,4,6,1,7.2137989900239905
25268,채썬마늘,채썬생강,2,11,1,7.30081036701362
27554,붉은갓,삭힌고추,3,7,1,7.347330382648512
31250,슈레드 치즈(모짜렐라치즈),찐옥수수 알갱이,4,5,1,7.3961205468179445
27886,서리태콩,참깨,5,4,1,7.3961205468179445
17866,오이피클,체리,2,9,1,7.501481062475771
17868,체리,훈제연어,2,17,2,7.55863947631572
30009,과일통조림,발효초,4,4,1,7.619264098132154
1891,연겨자,적양배추잎,2,8,1,7.619264098132154
31831,라임,허브(민트),4,4,1,7.619264098132154
30005,과일통조림,플레인요구르트,4,4,1,7.619264098132154
31827,모닝빵,슬라이스햄,5,3,1,7.683802619269726
28282,가다랑이포,미소된장,5,3,1,7.683802619269726
13920,초밥,피조개,1,14,1,7.752795490756677
30778,"홍피망, 청피망 각각","후추, 식용유",1,14,1,7.752795490756677
27091,팔각,피시소스,1,14,1,7.752795490756677
8080,은박컵,후루츠칵테일,2,7,1,7.752795490756677
11916,맛국물,왜된장,3,4,1,7.906946170583936
27355,튀김기름,호박씨,3,4,1,7.906946170583936
30002,과일통조림,초콜릿,4,3,1,7.906946170583936
31833,라임,탄산수,4,3,1,7.906946170583936
11802,팥,팥삶은물,2,6,1,7.906946170583936
31259,무지개고추,슈레드 치즈(모짜렐라치즈),5,2,1,8.08926772737789
327,흑설탕,흰설탕,1,10,1,8.08926772737789
8423,오렌지마요네즈,자몽,2,5,1,8.08926772737789
31837,얼음,허브(민트),2,4,1,8.3124112786921
27353,시럽,호박씨,2,4,1,8.3124112786921
